eye,tStart,tEnd,duration,xStart,yStart,xEnd,yEnd,ampDeg,vPeak
R,726594,726617,24,1605.8,458.3,1713.2,463.7,2.1,156
L,726747,726827,81,1674.7,471.5,256.7,543.5,28.2,628
R,726748,726828,81,1708.4,465.8,304.2,548.8,28.0,583
L,727027,727035,9,296.2,537.5,278.7,543.4,0.4,45
R,727027,727036,10,314.3,532.7,292.7,541.8,0.5,52
L,727251,727275,25,284.9,557.0,400.6,554.7,2.3,159
R,727250,727275,26,298.4,540.6,419.9,545.2,2.5,165
R,727342,727473,132,421.9,562.5,486.4,521.9,1.6,710
L,727331,727498,168,414.8,561.7,467.9,518.4,1.4,557
L,727635,727657,23,477.6,546.4,587.3,548.6,2.3,160
R,727634,727659,26,487.2,542.1,619.9,545.5,2.8,197
R,727929,727956,28,614.6,546.5,769.1,546.5,3.2,201
L,727931,727957,27,604.3,554.2,746.9,553.3,3.0,171
L,728143,728170,28,762.2,562.1,902.2,559.5,3.0,171
R,728142,728170,29,775.9,544.7,930.7,549.8,3.3,191
L,728311,728339,29,909.3,564.6,715.2,568.3,4.1,273
R,728313,728340,28,927.9,551.4,743.0,552.6,3.9,263
R,728534,728741,208,731.7,573.5,853.2,495.6,3.0,1421
L,728528,728763,236,724.5,573.8,801.7,491.9,2.4,830
R,728812,728843,32,821.0,529.8,1036.6,522.5,4.6,237
L,728813,728847,35,805.6,529.7,1003.8,509.1,4.2,191
L,729081,729104,24,1023.3,527.2,1150.3,544.8,2.7,177
R,729079,729104,26,1047.4,531.0,1186.1,539.4,2.9,199
L,729363,729386,24,1164.2,559.0,1061.4,561.7,2.2,160
R,729364,729386,23,1192.7,540.8,1091.7,548.6,2.1,150
R,729674,729713,40,1086.3,549.9,1480.2,545.6,8.2,370
L,729675,729715,41,1058.6,562.2,1435.4,567.2,7.8,316
R,730215,730237,23,1487.8,528.6,1585.3,525.3,2.0,120
L,730219,730243,25,1459.7,559.4,1560.6,550.8,2.1,111
L,730419,730601,183,1567.0,551.4,1519.8,530.7,1.1,306
R,730421,730606,186,1590.1,534.7,1525.9,483.1,1.7,676
L,730706,730779,74,1488.9,539.0,282.7,606.9,24.4,571
R,730707,730779,73,1517.7,523.3,311.6,615.6,24.4,559
L,731022,731044,23,322.8,612.7,436.3,619.6,2.3,167
R,731020,731045,26,322.6,604.9,454.9,611.4,2.7,190
R,731184,731365,182,452.6,629.4,571.7,599.3,2.5,846
L,731169,731386,218,444.5,622.9,547.9,595.8,2.2,577
L,731531,731552,22,553.6,626.6,644.8,626.0,1.9,136
R,731530,731552,23,564.7,626.6,668.7,625.1,2.2,161
R,731733,731758,26,675.2,618.5,828.3,619.9,3.2,214
L,731734,731759,26,659.3,626.2,801.5,633.3,3.0,192
L,732029,732055,27,820.9,632.2,948.0,617.9,2.7,159
R,732029,732056,28,835.4,620.9,978.1,610.0,3.0,181
R,732213,732235,23,973.3,598.7,1074.5,600.2,2.1,142
L,732214,732236,23,958.2,619.0,1051.5,621.4,2.0,128
R,732399,732428,30,1084.4,595.8,1289.2,597.1,4.3,256
L,732400,732429,30,1066.7,618.8,1258.2,630.6,4.0,225
R,732670,732680,11,1280.8,591.7,1248.3,590.2,0.7,74
L,732670,732683,14,1266.4,629.1,1227.7,624.6,0.8,82
R,732719,732748,30,1246.2,589.1,1456.4,588.2,4.4,281
L,732720,732749,30,1231.8,622.0,1429.4,612.4,4.1,244
L,732885,732951,67,1440.8,615.3,300.4,690.3,23.1,582
R,732886,732954,69,1455.3,585.6,320.9,684.5,23.0,535
L,733201,733222,22,331.3,702.0,424.6,700.0,1.9,135
R,733201,733223,23,334.3,670.6,435.7,677.4,2.0,152
R,733296,733440,145,433.4,689.0,523.1,650.6,2.0,744
L,733284,733468,185,431.6,708.1,506.3,668.0,1.7,623
L,733576,733599,24,511.4,702.6,631.5,702.3,2.5,195
R,733575,733599,25,516.9,682.7,660.0,687.9,3.0,232
L,733797,733823,27,648.2,703.5,796.8,695.0,3.1,205
R,733797,733823,27,659.9,699.8,817.7,689.4,3.3,219
R,734026,734049,24,820.1,690.4,920.4,691.5,2.1,139
L,734027,734052,26,816.9,704.2,918.7,704.6,2.1,121
L,734289,734310,22,925.8,703.9,1019.4,706.6,2.0,141
R,734288,734310,23,928.5,686.8,1033.1,687.1,2.2,158
R,734413,734562,150,1036.0,683.1,1112.4,634.0,1.9,1183
L,734399,734582,184,1036.2,706.3,1089.8,696.3,1.1,976
L,734690,734711,22,1073.1,680.6,1172.3,695.3,2.1,136
R,734688,734711,24,1080.1,660.6,1182.5,664.8,2.1,143
R,735015,735027,13,1177.8,674.1,1139.6,678.2,0.8,77
L,735014,735028,15,1182.4,707.4,1137.9,707.7,0.9,86
L,735268,735290,23,1136.2,702.0,1051.2,697.7,1.8,120
R,735268,735291,24,1135.8,674.3,1042.5,682.5,2.0,128
L,735472,735495,24,1053.2,698.5,963.0,698.2,1.9,144
R,735476,735495,20,1044.0,675.8,974.5,676.0,1.5,111
L,735662,735694,33,967.9,702.7,1230.2,714.8,5.5,285
R,735661,735694,34,971.6,670.5,1245.3,688.9,5.8,339
L,735860,735887,28,1247.9,704.7,1408.5,704.6,3.3,199
R,735860,735887,28,1257.0,667.1,1433.9,667.3,3.6,232
L,736083,736109,27,1416.1,701.6,1568.1,695.5,3.1,203
R,736082,736109,28,1433.4,668.9,1601.3,668.7,3.4,233
L,736235,736305,71,1568.5,701.3,288.7,774.8,25.6,603
R,736236,736307,72,1591.7,666.6,320.9,781.8,25.4,581
R,736413,736593,181,326.5,774.1,435.2,726.2,2.4,737
L,736397,736621,225,313.0,779.2,413.8,712.1,2.4,742
L,736760,736781,22,421.1,754.0,513.8,758.8,1.9,149
R,736759,736782,24,441.8,763.8,545.6,771.3,2.1,169
R,736967,736995,29,545.1,766.4,711.2,766.7,3.4,216
L,736969,736996,28,523.9,766.3,678.2,756.6,3.2,193
R,737269,737294,26,709.8,775.5,840.4,770.0,2.7,153
L,737268,737295,28,687.1,770.7,823.3,760.6,2.9,141
R,737530,737558,29,873.7,755.6,1079.6,747.2,4.3,265
L,737531,737559,29,862.5,765.5,1053.8,759.0,4.0,230
R,737623,737793,171,1097.4,752.4,1191.2,688.1,2.4,1015
L,737618,737820,203,1089.4,743.5,1141.4,756.8,1.1,820
L,737939,737960,22,1118.6,736.6,1209.9,757.4,1.9,143
R,737938,737960,23,1141.0,725.0,1231.3,738.4,1.9,142
L,738106,738128,23,1213.4,766.3,1321.5,771.0,2.2,165
R,738104,738128,25,1227.5,735.9,1345.8,734.3,2.5,180
L,738314,738336,23,1338.5,767.3,1431.8,763.2,1.9,118
R,738313,738337,25,1347.4,734.9,1457.7,736.6,2.3,142
R,738511,738532,22,1461.2,741.3,1545.6,754.2,1.7,124
L,738512,738533,22,1442.2,763.5,1524.0,767.9,1.6,120
R,738688,738700,13,1544.6,745.4,1577.4,743.7,0.7,60
L,738690,738701,12,1528.2,773.0,1552.2,769.6,0.5,44
L,738787,738857,71,1559.5,770.3,342.9,842.1,24.3,578
R,738789,738859,71,1579.2,740.1,382.1,846.2,24.0,546
R,738992,739014,23,381.7,832.6,284.6,832.7,1.9,175
L,738992,739015,24,363.5,851.9,269.2,842.5,1.9,171
R,739084,739260,177,283.5,834.4,505.0,789.3,4.5,669
L,739076,739278,203,274.0,839.4,458.4,783.6,3.9,542
R,739462,739487,26,499.9,823.2,644.9,826.8,3.0,201
L,739463,739488,26,479.2,835.0,618.5,827.0,2.9,187
R,739690,739712,23,651.3,837.5,771.8,833.7,2.5,184
L,739690,739713,24,629.4,832.1,750.0,829.3,2.5,173
L,739998,740026,29,773.9,832.1,540.6,825.8,4.8,333
R,740000,740034,35,778.3,830.9,581.5,834.9,4.1,304
R,740172,740381,210,557.0,834.4,496.6,781.5,1.6,811
L,740168,740426,259,540.4,813.7,468.2,767.9,1.7,680
L,740535,740551,17,473.6,794.0,419.9,795.2,1.1,98
R,740535,740551,17,494.5,820.6,436.9,824.4,1.2,102
L,740770,740784,15,421.4,801.3,375.4,801.6,0.9,72
R,740772,740786,15,432.0,820.9,387.1,832.2,0.9,78
L,741006,741029,24,366.5,819.4,485.9,831.1,2.4,158
R,741006,741030,25,391.7,842.3,522.6,850.4,2.6,179
R,741172,741200,29,529.3,845.1,705.2,853.0,3.6,218
L,741173,741201,29,509.3,832.8,672.9,835.9,3.4,195
L,741368,741386,19,685.0,840.6,617.8,829.5,1.4,107
R,741368,741386,19,710.5,854.6,644.7,844.2,1.4,94
L,741654,741672,19,616.3,828.4,689.2,830.0,1.5,113
R,741653,741674,22,640.0,847.6,720.1,849.3,1.6,116
L,741880,741907,28,697.1,827.7,848.3,827.8,3.1,196
R,741879,741907,29,714.9,846.4,878.8,836.0,3.4,220
L,742213,742225,13,863.3,830.8,826.1,829.2,0.8,75
R,742216,742226,11,875.7,829.7,844.3,835.8,0.7,72
L,742521,742536,16,827.4,830.4,878.7,829.7,1.1,82
R,742521,742536,16,846.9,829.9,894.7,834.0,1.0,85
L,742771,742793,23,885.4,824.9,994.4,819.1,2.3,156
R,742771,742794,24,894.1,819.9,1012.8,818.0,2.5,161
R,742842,743011,170,1026.7,808.6,1141.4,768.0,2.5,1016
L,742827,743022,196,1007.5,804.8,1094.0,773.0,1.9,1037
L,743168,743182,15,1091.4,804.9,1046.9,804.3,0.9,85
R,743168,743184,17,1099.1,809.6,1051.5,815.8,1.0,79
R,743689,743708,20,1035.6,830.2,1109.7,828.9,1.6,122
L,743691,743709,19,1038.1,833.3,1106.3,832.4,1.4,100
R,743805,743975,171,1114.7,815.4,1128.8,768.5,1.0,1041
L,743791,743991,201,1117.5,825.2,1096.5,785.1,0.9,1084
L,744115,744143,29,1086.3,808.9,1218.2,814.3,2.7,150
R,744115,744143,29,1093.4,813.1,1232.8,803.1,2.9,169
R,744325,744339,15,1230.2,808.1,1273.1,812.4,0.9,75
L,744326,744340,15,1231.7,830.7,1272.1,830.8,0.8,66
L,744553,744574,22,1279.5,839.6,1375.7,842.0,2.0,139
R,744553,744574,22,1278.7,814.2,1379.9,816.9,2.1,146
R,744778,744799,22,1390.9,825.5,1477.7,827.0,1.8,106
L,744779,744800,22,1388.0,843.3,1472.0,841.5,1.7,99
R,744982,745001,20,1488.2,824.4,1407.2,826.5,1.6,119
L,744980,745002,23,1479.3,840.2,1396.9,838.0,1.7,120
L,745065,745253,189,1400.4,828.0,1552.8,811.5,3.1,827
R,745066,745262,197,1405.2,812.5,1546.9,765.7,3.0,708
R,745288,745311,24,1542.0,791.4,1653.9,791.0,2.2,190
L,745289,745312,24,1521.3,805.5,1615.2,796.8,1.9,158
L,745380,745454,75,1599.8,814.5,298.0,863.4,25.8,594
R,745381,745455,75,1628.0,807.6,353.9,902.8,25.2,546
L,745581,745604,24,336.1,894.0,281.7,887.6,1.1,139
R,745581,745604,24,364.2,901.7,305.3,892.1,1.2,134
R,745761,745785,25,314.9,888.6,457.3,895.6,2.8,207
L,745762,745786,25,293.1,899.7,413.7,892.7,2.4,171
L,745995,746021,27,427.9,898.5,594.6,885.2,3.4,236
R,745994,746021,28,460.8,903.8,640.6,904.2,3.6,263
R,746103,746272,170,642.8,907.9,766.3,825.2,3.0,1162
L,746098,746302,205,615.0,879.9,713.9,907.1,2.1,830
L,746402,746425,24,717.6,837.0,820.0,855.1,2.2,164
R,746404,746426,23,739.1,880.9,834.0,880.2,2.0,148
R,746592,746614,23,835.1,890.8,937.8,897.5,2.1,156
L,746593,746615,23,834.0,874.3,938.9,876.0,2.2,154
R,746850,746875,26,947.9,894.1,1108.3,882.2,3.3,210
L,746851,746876,26,952.6,877.6,1094.8,876.6,3.0,180
L,747078,747100,23,1132.7,884.2,1223.8,895.6,1.9,143
R,747077,747100,24,1137.7,890.3,1245.7,886.5,2.2,163
L,747330,747354,25,1231.5,902.2,1355.1,899.9,2.5,168
R,747328,747354,27,1246.9,891.8,1380.3,892.6,2.7,175
L,747584,747606,23,1362.2,895.3,1468.0,902.7,2.1,154
R,747583,747607,25,1378.8,894.3,1500.7,898.6,2.5,171
L,747675,747918,244,1488.5,893.1,1548.5,883.4,1.2,1214
R,747674,747927,254,1505.9,893.2,1551.3,811.0,1.9,1047
R,748030,748047,18,1546.9,863.7,1598.1,860.1,1.0,78
L,748031,748049,19,1515.6,873.4,1561.4,871.4,0.9,65
L,748191,748265,75,1577.5,883.2,264.3,927.3,25.8,573
R,748192,748266,75,1605.0,886.4,332.4,964.8,25.1,546
L,748508,748519,12,291.9,952.9,258.1,952.4,0.7,68
R,748510,748520,11,327.9,963.3,295.8,967.0,0.6,67
L,748571,748606,36,261.3,963.5,548.9,961.3,5.7,274
R,748570,748607,38,294.0,967.0,607.8,979.9,6.2,339
L,748793,748805,13,550.7,967.1,508.9,967.8,0.8,79
R,748794,748807,14,592.6,980.3,552.7,980.3,0.8,75
R,748869,748902,34,557.2,973.2,875.6,977.2,6.5,374
L,748869,748904,36,512.7,969.2,838.2,965.5,6.6,343
L,749088,749111,24,852.0,970.2,964.2,960.2,2.3,160
R,749088,749111,24,878.3,969.5,993.2,967.4,2.4,179
R,749312,749342,31,991.4,954.7,1192.2,942.1,4.1,236
L,749313,749343,31,980.8,958.2,1170.4,956.6,3.9,212
L,749532,749553,22,1179.4,956.7,1260.3,958.4,1.7,130
R,749531,749553,23,1188.6,932.8,1282.3,936.4,1.9,146
R,749608,749633,26,1282.2,934.5,1422.6,940.4,2.9,209
L,749609,749634,26,1266.2,956.7,1406.1,954.1,2.8,200
L,749812,749830,19,1397.5,961.5,1329.3,962.3,1.4,115
R,749812,749831,20,1407.6,936.2,1340.8,939.0,1.4,106
R,749965,750169,205,1339.2,925.7,487.1,1002.5,17.2,899
L,749960,750181,222,1323.9,952.5,435.1,987.4,17.9,552
L,750291,750323,33,451.0,1009.7,381.3,1003.5,1.4,180
R,750292,750324,33,499.6,1035.1,430.0,1036.8,1.4,171
R,750398,750598,201,416.7,1037.2,355.9,955.6,2.0,1198
R,750632,750656,25,365.1,1003.8,302.4,1014.4,1.2,127
L,750395,750662,268,369.0,1007.0,234.5,948.9,2.9,834
R,750740,750771,32,312.5,1023.2,635.1,1023.4,6.4,439
L,750740,750772,33,249.2,988.0,562.5,981.1,6.2,397
L,750985,751011,27,605.5,1020.9,785.2,1012.7,3.7,283
R,750984,751018,35,637.5,1031.0,784.8,1021.5,3.0,290
L,751218,751244,27,782.1,1010.7,945.3,1006.0,3.4,250
R,751217,751244,28,792.4,1022.4,950.7,1032.4,3.2,249
L,751439,751464,26,944.6,1005.3,1074.8,1007.8,2.7,201
R,751438,751464,27,943.7,1021.7,1088.3,1025.8,3.0,217
R,751655,751689,35,1083.8,1024.1,1364.3,1018.1,5.7,315
L,751656,751691,36,1077.2,1010.3,1352.3,1011.4,5.6,262
L,751940,751963,24,1357.9,1016.5,1489.8,1004.8,2.6,191
R,751938,751963,26,1360.4,1018.0,1503.4,1005.2,2.9,206
L,752123,752151,29,1507.7,1017.4,1332.9,1027.6,3.5,253
R,752124,752151,28,1503.7,1014.1,1337.8,1031.4,3.3,232
R,752368,752383,16,1336.2,1019.6,1283.4,1022.5,1.1,88
L,752366,752384,19,1343.3,1028.4,1283.3,1025.5,1.2,107
R,752619,752648,30,1283.6,1031.4,1504.7,1028.4,4.4,277
L,752619,752649,31,1282.7,1033.2,1498.1,1027.2,4.3,249
R,752708,752893,186,1501.4,1010.3,1428.3,1010.5,1.4,527
L,752711,752940,230,1494.9,1013.5,1487.8,1020.9,0.2,235
R,752917,752949,33,1409.5,959.0,1484.6,980.7,1.6,134
L,753027,753053,27,1459.6,1003.0,1593.0,1011.4,2.6,176
R,753026,753053,28,1481.2,991.6,1626.1,991.6,2.9,188
L,753240,753329,90,1586.1,1012.9,806.7,153.9,23.6,459
R,753240,753332,93,1600.2,1021.5,845.8,165.6,23.2,412
L,753375,753412,38,812.0,178.7,473.1,148.5,7.1,371
R,753376,753412,37,835.6,182.0,504.7,128.2,7.0,363
L,753484,753513,30,470.8,139.5,320.3,123.9,3.1,222
R,753485,753516,32,488.9,120.9,317.4,91.2,3.5,243
R,753621,753639,19,325.9,85.7,361.6,41.2,1.2,107
L,753623,753641,19,329.3,134.2,359.1,82.2,1.2,100
L,753843,753859,17,361.8,91.1,314.4,84.0,1.0,88
R,753845,753861,17,354.6,32.8,303.9,24.5,1.0,94
L,754085,754112,28,319.9,80.7,483.3,50.4,3.4,208
R,754085,754113,29,318.6,17.1,513.0,13.6,4.0,271
R,754264,754363,100,517.1,17.4,426.3,40.9,1.9,919
L,754259,754396,138,481.8,29.8,419.6,58.5,1.4,681
L,754534,754560,27,421.7,60.9,586.5,37.5,3.4,228
R,754533,754561,29,421.3,18.5,635.2,11.1,4.4,292
R,754774,754798,25,643.9,23.6,772.6,28.1,2.7,178
L,754776,754799,24,619.5,34.5,745.7,25.3,2.7,183
L,755031,755061,31,774.0,31.5,955.0,32.7,3.8,207
R,755031,755067,37,796.4,23.7,1016.2,40.0,4.7,248
R,755307,755337,31,1014.0,31.1,1216.7,21.7,4.3,228
L,755308,755338,31,981.6,31.7,1167.7,15.6,4.0,200
R,755439,755570,132,1221.0,25.5,1185.5,22.1,0.8,590
L,755438,755582,145,1186.9,19.9,1131.2,-25.1,1.5,566
R,755743,755770,28,1173.5,22.6,1348.3,28.0,3.7,219
L,755744,755775,32,1136.8,4.3,1321.6,-13.8,3.9,194
L,756090,756101,12,1334.6,-15.1,1306.5,-12.0,0.6,60
R,756090,756103,14,1370.4,13.0,1338.9,9.8,0.7,58
R,756254,756285,32,1336.1,12.4,1536.9,13.6,4.1,217
L,756254,756287,34,1298.1,-16.3,1505.0,-47.1,4.3,227
L,756419,756486,68,1504.5,-46.0,321.6,65.5,24.1,576
R,756420,756488,69,1533.9,9.9,369.8,33.2,23.6,556
R,756663,756780,118,380.0,53.9,322.9,18.7,1.4,637
L,756657,756805,149,341.6,71.6,319.1,81.9,0.5,483
R,756911,757030,120,333.2,25.0,1485.4,6.9,23.4,747
L,756899,757037,139,316.7,88.9,1404.7,-36.5,22.3,739
L,757185,757208,24,1412.0,-4.1,1306.8,-23.2,2.2,186
R,757186,757208,23,1450.0,30.3,1348.0,9.7,2.2,178
L,757302,757333,32,1316.2,-21.4,1255.0,-18.0,1.3,181
R,757302,757333,32,1351.9,5.8,1293.9,6.3,1.2,164
L,757601,757624,24,1242.7,-20.9,1158.3,-12.5,1.8,166
R,757602,757624,23,1282.0,-2.0,1196.7,8.5,1.8,155
R,757943,757971,29,1198.3,-13.5,1373.8,-10.6,3.7,229
L,757945,757973,29,1168.2,-38.5,1333.2,-45.9,3.5,200
R,758157,758183,27,1375.6,-13.2,1519.6,-16.4,3.0,194
L,758158,758184,27,1332.0,-31.4,1470.5,-49.0,2.9,174
L,758321,758384,64,1471.0,-46.8,335.4,28.4,23.2,597
R,758322,758386,65,1512.9,-8.4,395.2,18.6,22.8,566
R,758518,758539,22,394.8,19.8,298.1,15.6,1.9,170
L,758517,758540,24,365.4,58.6,293.2,73.4,1.5,150
R,758744,758770,27,300.5,14.5,471.4,30.8,3.5,256
L,758744,758771,28,297.3,73.5,438.0,48.1,2.9,178
L,759100,759117,18,442.6,34.2,378.4,42.0,1.3,105
R,759101,759120,20,458.8,24.4,392.0,17.7,1.4,107
L,759310,759334,25,393.0,52.4,503.3,34.7,2.3,164
R,759311,759335,25,408.3,26.8,545.3,41.2,2.8,228
L,759529,759558,30,493.6,38.6,694.6,69.5,4.2,261
R,759531,759558,28,536.5,42.4,714.4,48.6,3.7,259
L,759685,760988,1304,711.5,104.1,701.5,139.6,0.8,1028
L,761065,761097,33,699.5,135.2,924.5,137.3,4.8,278
R,759639,761297,1659,722.4,68.4,1009.4,100.2,6.1,204
L,761184,761314,131,942.6,141.6,988.4,67.7,1.9,809
L,761499,761521,23,988.1,80.9,1082.1,59.7,2.0,137
R,761499,761521,23,992.5,84.0,1093.8,84.1,2.1,159
L,761808,761831,24,1082.2,46.1,980.7,51.0,2.2,159
R,761809,761831,23,1088.5,65.5,986.3,56.8,2.2,161
L,761983,762015,33,979.3,47.8,1179.9,36.3,4.3,217
R,761982,762015,34,989.8,63.3,1214.9,75.3,4.8,255
L,762176,762201,26,1176.2,35.9,1305.3,15.8,2.7,178
R,762176,762201,26,1215.3,72.6,1354.0,56.6,2.9,207
L,762400,762424,25,1300.2,20.2,1439.2,-7.0,2.9,206
R,762398,762424,27,1344.2,47.9,1498.9,29.5,3.2,235
L,762864,762887,24,1458.2,-5.1,1560.4,-28.5,2.1,135
R,762864,762887,24,1496.5,33.1,1614.3,24.2,2.4,168
L,763014,763082,69,1575.4,-36.2,329.6,55.3,25.2,614
R,763014,763083,70,1615.0,32.0,393.3,71.5,24.7,598
L,763207,763227,21,355.3,69.2,282.2,77.2,1.5,132
R,763207,763229,23,381.5,75.3,298.9,72.9,1.7,142
R,763392,763421,30,307.7,63.4,558.6,64.6,5.1,350
L,763393,763424,32,282.7,85.5,518.4,79.7,4.8,283
R,763505,763650,146,567.4,59.7,569.0,72.2,0.3,976
L,763508,763674,167,532.3,86.3,536.7,76.1,0.2,752
L,763854,763876,23,525.4,85.2,629.6,83.4,2.2,182
R,763852,763876,25,560.3,67.2,674.7,67.7,2.4,195
L,763986,764017,32,633.2,94.2,391.5,96.2,5.0,306
R,763988,764018,31,670.2,66.1,423.1,76.7,5.1,331
L,764242,764287,46,385.8,96.6,878.8,103.5,10.3,424
R,764241,764288,48,410.9,68.1,919.7,95.0,10.6,461
L,764718,764747,30,868.9,111.5,1052.1,111.2,3.9,213
R,764718,764748,31,904.9,92.1,1098.5,129.8,4.2,247
R,764844,764953,110,1105.2,144.0,1084.6,108.1,0.9,739
L,764840,764976,137,1056.7,125.8,1041.5,73.6,1.2,313
L,765171,765200,30,1042.9,121.9,1208.2,118.5,3.5,191
R,765170,765200,31,1074.4,140.3,1256.7,153.6,3.9,220
L,765482,765504,23,1212.3,173.9,1315.6,171.8,2.2,147
R,765481,765505,25,1251.5,203.7,1371.2,207.2,2.5,175
R,765791,765820,30,1362.5,245.9,1550.0,232.0,3.9,232
L,765792,765821,30,1331.2,227.3,1506.9,206.0,3.7,207
R,766056,766076,21,1543.4,233.0,1637.5,231.0,1.9,136
L,766056,766077,22,1506.9,212.0,1589.9,187.3,1.8,138
L,766201,766276,76,1598.4,194.3,301.0,268.3,26.2,580
R,766202,766276,75,1627.4,230.1,341.5,250.3,25.9,560
R,766623,766648,26,351.5,251.7,472.9,227.6,2.5,167
L,766627,766649,23,339.7,264.7,460.2,272.3,2.5,184
R,766752,766883,132,470.7,217.8,527.0,217.2,1.2,886
L,766761,766906,146,466.1,264.6,466.7,188.1,1.6,784
R,766966,766992,27,523.3,175.0,670.7,183.0,3.1,237
L,766967,766993,27,468.7,214.8,622.0,235.0,3.2,215
L,767389,767403,15,613.3,212.9,567.2,217.8,1.0,83
R,767387,767404,18,645.5,155.1,591.0,165.4,1.2,97
L,767601,767641,41,562.0,197.8,1034.0,148.6,10.0,377
R,767601,767641,41,594.3,158.8,1070.8,153.6,10.1,413
R,767892,767915,24,1090.7,139.8,968.4,119.8,2.6,186
L,767892,767916,25,1063.8,130.5,934.3,127.4,2.8,198
L,768126,768145,20,924.8,135.5,853.2,134.4,1.5,126
R,768125,768145,21,954.4,114.8,881.5,111.1,1.6,121
R,768287,768391,105,890.2,137.3,1094.5,119.1,4.4,573
L,768281,768412,132,853.7,151.2,1058.6,90.8,4.5,655
R,768590,768618,29,1087.3,124.3,1251.5,127.9,3.5,215
L,768591,768619,29,1069.6,118.7,1218.4,114.3,3.1,183
L,768799,768819,21,1220.0,118.3,1141.5,119.3,1.7,139
R,768798,768819,22,1240.6,120.3,1158.8,121.3,1.7,133
L,768958,768975,18,1148.0,114.9,1094.0,124.3,1.2,107
R,768957,768975,19,1164.1,122.2,1102.8,129.6,1.3,107
R,769127,769284,158,1100.7,141.8,1203.0,102.3,2.3,875
L,769131,769293,163,1088.7,148.5,1155.8,86.8,1.9,564
R,769444,769467,24,1191.3,119.9,1302.7,126.7,2.4,179
L,769444,769468,25,1164.2,125.3,1265.4,120.8,2.1,167
R,769689,769900,212,1280.4,147.9,1427.3,132.1,3.1,826
L,769686,769908,223,1254.2,132.5,1386.6,77.3,3.0,520
L,770118,770136,19,1385.2,102.2,1454.0,87.3,1.4,130
R,770117,770137,21,1417.4,128.6,1497.1,125.0,1.6,129
R,770316,770333,18,1499.9,124.4,1554.0,119.8,1.1,82
L,770316,770337,22,1466.5,82.7,1520.0,71.9,1.1,57
L,770381,770443,63,1526.5,77.2,549.7,190.3,20.3,554
R,770381,770445,65,1563.0,116.9,574.0,168.1,20.4,527
L,770593,770614,22,577.7,190.7,475.6,170.4,2.2,180
R,770595,770615,21,586.9,165.0,505.1,143.6,1.8,159
L,770755,770780,26,483.3,182.6,616.9,197.7,2.8,198
R,770755,770781,27,512.2,156.2,642.2,170.2,2.7,173
R,770856,770989,134,632.2,195.2,588.8,184.1,0.9,968
L,770857,771006,150,623.1,215.5,556.3,147.4,2.0,541
R,771852,771995,144,584.8,184.4,634.2,189.3,1.0,922
L,771852,772019,168,567.4,201.9,602.6,135.9,1.6,613
L,772174,772193,20,603.2,194.0,687.4,189.9,1.8,135
R,772173,772193,21,628.8,173.3,713.3,177.3,1.8,155
L,772560,772573,14,696.6,193.9,648.9,195.6,1.0,89
R,772559,772574,16,712.2,173.4,663.1,176.6,1.0,85
R,772812,772840,29,662.3,183.3,881.5,137.0,4.7,337
L,772813,772844,32,652.0,205.0,859.7,144.3,4.6,274
L,773136,773145,10,863.8,139.6,840.3,139.7,0.5,56
R,773136,773147,12,885.6,130.2,852.9,128.7,0.7,72
R,773657,773664,8,863.1,133.4,844.8,126.5,0.4,53
L,773655,773672,18,840.7,134.0,819.6,129.8,0.5,58
L,773948,773955,8,843.3,132.1,861.8,135.1,0.4,50
R,773947,773955,9,864.7,126.5,885.9,130.1,0.5,56
R,774040,774151,112,886.2,150.2,881.0,144.1,0.2,619
L,774039,774168,130,863.0,144.9,859.1,59.0,1.8,841
L,774903,774910,8,857.4,132.6,838.2,133.8,0.4,54
R,774903,774911,9,868.4,142.0,850.5,143.5,0.4,48
R,775476,775525,50,847.3,139.0,1430.0,142.9,12.2,405
L,775477,775527,51,852.4,145.8,1405.5,116.1,11.6,361
L,775776,775796,21,1404.5,112.9,1496.2,100.0,1.9,151
R,775776,775797,22,1428.9,132.3,1524.0,120.1,2.0,146
L,776132,776150,19,1486.6,98.4,1555.0,96.9,1.4,114
R,776131,776151,21,1515.2,130.4,1608.2,142.8,1.9,160
L,776708,776757,50,1554.9,112.7,872.0,133.9,14.2,499
R,776708,776758,51,1608.5,132.2,921.0,126.7,14.3,498
L,776909,776918,10,885.0,135.0,859.8,140.0,0.6,61
R,776909,776918,10,906.0,128.7,880.0,126.1,0.6,63
R,777121,777169,49,875.7,128.0,1453.6,122.1,12.1,409
L,777122,777171,50,860.5,140.3,1409.4,101.7,11.5,357
L,777301,777325,25,1408.5,113.9,1534.7,111.6,2.6,188
R,777302,777326,25,1450.0,124.8,1584.0,138.8,2.8,204
R,777434,777550,117,1575.4,148.0,1518.4,130.4,1.2,801
L,777430,777568,139,1542.5,118.7,1474.7,69.9,1.7,697
L,777753,777834,82,1477.8,95.9,298.8,186.4,24.0,429
R,777752,777836,85,1528.1,129.3,324.9,203.8,24.5,546
L,777991,778005,15,321.7,192.5,279.0,186.0,0.9,82
R,777991,778006,16,331.7,205.5,283.6,191.7,1.0,85
R,778140,778285,146,307.1,226.6,447.1,225.1,2.8,958
L,778133,778312,180,290.9,205.2,433.4,151.2,3.1,828
L,778351,778376,26,437.4,187.6,582.5,180.3,3.0,221
R,778350,778377,28,451.7,193.2,643.9,203.0,4.0,302
